customerID,Churn,gender,IsSeniorCitizen,HasPartner,HasDependents,TenureMonths,HasPhoneService,MultipleLinesStatus,InternetServiceType,OnlineSecurityStatus,OnlineBackupStatus,DeviceProtectionStatus,TechSupportStatus,StreamingTVStatus,StreamingMoviesStatus,ContractType,IsPaperlessBilling,PaymentMethodType,MonthlyCharges,TotalCharges,DailyCharges
4464-JCOLN,1,1,0,1,1,2,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.015920398009950265,0.001973228709900761,0.0005230091330469864
4465-VDKIQ,0,0,0,0,0,18,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,0.5925373134328358,0.15460420032310176,0.0194657461705925
4468-KAZHE,0,0,1,1,0,20,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,0.41542288557213924,0.14315139626125087,0.013647269565444785
4468-YDOVK,0,1,0,0,1,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),0.3024875621890547,0.024971151627048233,0.00993717352789273
4471-KXAUH,1,0,0,1,0,42,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,0.6572139303482587,0.41190860835448884,0.021590470773595882
4472-VESGY,0,0,0,1,1,52,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,0,Bank transfer (automatic),0.7950248756218906,0.5740364643434109,0.026117768581533855
4475-NVTLU,0,1,0,1,1,45,1,No,No internet service,No,No,No,No,No,No,Two year,0,Electronic check,0.009452736318407956,0.10211170090006925,0.0003105366727466477
4476-OSWTN,0,1,1,1,0,69,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,0.9184079601990048,0.8759866143549504,0.03017108936264799
4480-MBMLB,0,0,0,0,0,36,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),0.8611940298507462,0.44630163858758365,0.028291525290760386
4480-QQRHC,0,0,1,0,0,8,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),0.5552238805970149,0.06708400646203555,0.01823994351501363
4482-EWFMI,0,0,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.5119402985074627,0.013431802446342025,0.01681801243454214
4482-FTFFX,0,1,0,0,0,5,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,0.3771144278606965,0.03146203554119548,0.012388778839050476
4484-CGXFK,1,0,0,0,0,3,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.3686567164179104,0.02046503577198246,0.012110930237119264
4484-GLZOU,1,0,0,1,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.863681592039801,0.6469016847449804,0.028373245467798982
4486-EFAEB,0,1,0,0,0,13,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.021393034825870627,0.026869374567274406,0.0007027935225318865
4487-ZYJZK,0,0,0,1,1,38,1,No,No internet service,No,No,No,No,No,No,One year,0,Credit card (automatic),0.013432835820895522,0.08588737595199632,0.00044128895600839427
4488-KQFDT,0,0,0,0,0,61,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,0.8527363184079603,0.739003000230787,0.02801367668882918
4488-PSYCG,1,1,0,0,0,16,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0.019900497512437804,0.035616201246249715,0.000653761416308732
4489-SNOJF,1,0,0,1,1,35,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,0,Electronic check,0.5373134328358209,0.29422455573505657,0.01765155824033577
4495-LHSSK,0,0,0,0,1,18,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,0.3920398009950249,0.11238172167089777,0.012879099901282026
4500-HKANN,0,1,0,1,1,23,1,Yes,DSL,No,Yes,No,Yes,No,No,Two year,0,Mailed check,0.41243781094527365,0.16102007846757443,0.013549205352998478
4501-EQDRN,1,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0.5119402985074627,0.00587352873297946,0.01681801243454214
4501-UYKBC,0,0,1,0,0,46,1,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,1,Credit card (automatic),0.5059701492537313,0.37347680590814675,0.016621884009649517
4501-VCPFK,0,1,0,0,0,26,0,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,0.17412935323383083,0.11582044772674822,0.005720412392701407
4503-BDXBD,1,1,0,0,0,11,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,0.564179104477612,0.09193399492268636,0.01853413615235256
4504-YOULA,0,0,0,1,1,35,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),0.4099502487562189,0.24441495499653823,0.013467485175959883
4505-EXZHB,1,0,1,0,0,6,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,0.5587064676616916,0.04792291714747289,0.018354351762867663
4508-OEBEY,0,1,0,1,0,31,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),0.5696517412935324,0.27759635356565887,0.018713920541837462
4510-HIMLV,1,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.5129353233830846,0.005885068082160165,0.016850700505357575
4510-PYUSH,1,0,1,0,0,38,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),0.38706467661691535,0.2575409646895915,0.01271565954720484
4512-ZUIYL,1,0,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0.5149253731343283,0.015491576275098087,0.016916076646988444
4513-CXYIX,0,0,1,1,0,71,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,1,Credit card (automatic),0.6213930348258706,0.6528040618509117,0.020413700224240165
4514-GFCFI,1,0,1,0,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,0.6616915422885572,0.1536291253173321,0.021737567092265347
4518-FZBSX,0,1,0,1,1,42,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.019900497512437804,0.0964804984998846,0.000653761416308732
4521-WFJAI,0,1,0,0,0,56,1,Yes,No internet service,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),0.07661691542288557,0.16446457419801525,0.0025169814527886193
4521-YEEHE,0,0,0,1,0,18,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,0.7024875621890546,0.1818543734133395,0.023077777995698247
4522-AKYLR,0,0,1,0,0,13,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,0.363681592039801,0.08221786291253173,0.011947489883042083
4522-XRWWI,0,1,0,1,0,42,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Credit card (automatic),0.618905472636816,0.3873874913454881,0.020331980047201575
4523-WXCEF,1,0,0,1,0,59,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,0.8243781094527362,0.6947957535195015,0.02708206667058923
4524-QCSSM,0,1,0,0,0,26,0,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),0.2626865671641791,0.1312889453034849,0.008629650695275265
4525-VZCZG,0,1,0,0,1,54,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,0.8716417910447761,0.6701880913916455,0.028634750034322472
4526-EXKKN,0,1,0,0,0,40,1,Yes,No internet service,No,No,No,No,No,No,Two year,1,Mailed check,0.06318407960199005,0.11021809369951537,0.0020756924967802247
4526-RMTLL,0,1,0,1,1,8,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),0.5761194029850747,0.07235171936302792,0.0189263930021378
4526-ZJJTM,0,0,1,1,0,25,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Bank transfer (automatic),0.6980099502487562,0.2506750519270713,0.022930681677028785
4529-CKBCL,1,0,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,0.6164179104477612,0.014683821832448651,0.020250259870162983
4530-NDRKU,0,0,0,1,1,42,1,No,No internet service,No,No,No,No,No,No,One year,1,Electronic check,0.007960199004975133,0.0857431340872375,0.0002615045665234932
4531-AUZNK,0,0,0,1,1,51,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,1,Mailed check,0.7651741293532338,0.574803831063928,0.025137126457070755
4534-WGCIR,0,0,0,1,1,58,1,Yes,No internet service,No,No,No,No,No,No,Two year,0,Credit card (automatic),0.06865671641791044,0.17206323563351028,0.0022554768862651257
4536-PLEQY,0,1,0,1,0,12,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),0.6646766169154228,0.1132010154627279,0.021835631304711653
4537-CIBHB,0,0,0,1,1,9,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.019900497512437804,0.01771867066697438,0.000653761416308732
4537-DKTAL,0,0,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,0.2716417910447761,0.007569813062543273,0.008923843332614194
4538-WNTMJ,0,0,0,1,1,46,1,Yes,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.06666666666666665,0.13236787445188095,0.0021901007446342526
4541-RMRLG,1,1,0,0,0,7,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Electronic check,0.009950248756218888,0.010789291483960305,0.00032688070815436554
4544-RXFMG,0,1,0,1,1,8,1,No,DSL,No,No,No,No,No,No,One year,1,Mailed check,0.25074626865671645,0.037699053773367186,0.008237393845490028
4546-FOKWR,0,0,0,0,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),0.5621890547263682,0.1281502423263328,0.018468760010721685
4547-FZJWE,0,1,0,1,1,55,1,No,DSL,Yes,No,No,No,No,Yes,One year,0,Credit card (automatic),0.4099502487562189,0.3621278559889222,0.013467485175959883
4547-KQRTM,1,0,0,0,0,10,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),0.6149253731343283,0.09368797599815372,0.020201227763939823
4547-LYTDD,1,0,0,0,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,0.5412935323383085,0.13564504961920149,0.01778231052359752
4548-SDBKE,1,0,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,0.6661691542288557,0.05261943226402031,0.021884663410934813
4549-ZDQYY,0,0,0,0,0,52,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),0.3950248756218906,0.34888645280406183,0.012977164113728337
4550-EVXNY,1,0,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.5114427860696518,0.005867759058389107,0.01680166839913442
4550-VBOFE,1,1,1,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.8427860696517412,0.8172974844218787,0.02768679598067481
4553-DVPZG,0,0,0,1,0,62,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.8268656716417909,0.7091968612970229,0.02716378684762782
4554-YGZIH,1,1,1,1,0,49,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),0.7144278606965173,0.5225536579736902,0.023470034845483486
4558-CGYCZ,0,1,0,0,0,4,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.014925373134328346,0.006865912762520194,0.0004903210622315487
4558-FANTW,1,0,0,1,1,17,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,0.7323383084577114,0.17951188552965613,0.024058420120161347
4559-UWIHT,0,1,0,1,0,14,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,0.6407960199004975,0.1345718901453958,0.021051117605141178
4560-WQAQW,0,0,0,0,0,59,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),0.5019900497512438,0.46759173782598656,0.016491131726387772
4565-EVZMJ,0,0,0,0,0,47,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Mailed check,0.4044776119402985,0.32243826448188323,0.013287700786474984
4565-NLZBV,0,0,0,1,0,71,1,Yes,No internet service,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),0.06368159203980098,0.19517078236787447,0.002092036532187943
4566-GOLUK,1,1,0,1,1,47,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),0.8865671641791043,0.5885241172397877,0.029125071096554017
4566-NECEV,0,1,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,0.7791044776119402,0.05553888760673899,0.025594759448486867
4566-QVRRW,1,0,0,1,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.2567164179104477,0.053646434341103166,0.008433522270382644
4567-AKPIA,0,0,0,1,1,41,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),0.9039800995024875,0.5118220632356335,0.02969711233582416
4568-KNYWR,0,1,0,0,0,52,1,No,DSL,Yes,Yes,No,No,Yes,No,Two year,1,Credit card (automatic),0.4477611940298507,0.3835275790445419,0.014709631866946475
4568-TTZRT,0,1,0,0,0,9,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.021393034825870627,0.018809139164551122,0.0007027935225318865
4570-QHXHL,0,0,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.2537313432835821,0.04464574198015232,0.008335458057936337
4572-DVCGN,1,0,0,0,0,10,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),0.6169154228855721,0.09545349642280176,0.0202666039055707
4573-JKNAE,0,1,0,0,1,12,1,No,No internet service,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),0.010945273631840807,0.022328640664666513,0.0003595687789698031
4576-CSAJH,1,1,0,0,0,22,1,No,DSL,No,Yes,No,Yes,No,No,One year,1,Credit card (automatic),0.36716417910447763,0.13550080775444265,0.012061898130896111
4578-PHJYZ,0,1,0,1,1,52,1,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,1,Electronic check,0.5024875621890547,0.3997288252942534,0.01650747576179549
4580-TMHJU,1,0,0,1,1,43,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,0.3771144278606965,0.2862335564274175,0.012388778839050476
4581-LNWUM,0,0,0,0,0,13,0,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,0.30746268656716413,0.07276713593353336,0.010100613881969912
4581-SSPWD,1,0,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.572636815920398,0.026252019386106624,0.018811984754283768
4583-PARNH,0,1,1,1,0,16,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,0.7293532338308457,0.1755423494114932,0.023960355907715034
4584-LBNMK,0,1,1,1,0,45,1,Yes,No internet service,No,No,No,No,No,No,One year,0,Credit card (automatic),0.06417910447761191,0.1333429494576506,0.0021083805675956606
4585-HETAI,1,0,0,1,1,4,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,0.5522388059701492,0.03538541426263559,0.018141879302567318
4587-NUKOX,1,0,0,0,0,3,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,0.6054726368159203,0.026275098084468037,0.019890691091193177
4587-VVTOX,1,0,0,1,0,6,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.8661691542288558,0.060743134087237485,0.028454965644837574
4588-YBNIB,1,0,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.013432835820895522,9.231479344564949e-05,0.00044128895600839427
4589-IUAJB,0,1,0,1,0,70,1,Yes,No internet service,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),0.05970149253731341,0.19678629125317335,0.0019612842489261963
4592-IWTJI,1,0,0,1,1,3,0,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),0.11393034825870646,0.008412185552734826,0.003742784108367492
4597-ELFTS,1,1,0,0,0,56,1,Yes,No internet service,No,No,No,No,No,No,One year,0,Electronic check,0.06616915422885569,0.15176552042464805,0.0021737567092265336
4597-NUCQV,1,1,1,0,0,24,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.8258706467661691,0.27940803138702974,0.027131098776812385
4598-XLKNJ,1,0,1,1,0,25,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.7985074626865671,0.2879875375028848,0.02623217682938788
4598-ZADCK,0,0,0,0,0,53,0,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,1,Electronic check,0.3517412935323383,0.33007154396492033,0.011555233033256842
4603-JANFB,1,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.5134328358208955,0.0058908377567505185,0.01686704454076529
4607-CHPCA,1,1,0,1,1,25,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Electronic check,0.7179104477611941,0.24922686360489268,0.02358444309333752
4608-LCIMN,0,1,0,1,1,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0.2626865671641791,0.040428109854604204,0.008629650695275265
4609-KNNWG,0,0,0,1,1,27,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.01641791044776117,0.06130856219709209,0.0005393531684547033
4611-ANLQC,0,0,0,1,0,60,0,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,0,Electronic check,0.31641791044776113,0.33379875375028845,0.01039480651930884
4612-SSVHJ,0,0,1,0,0,20,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.6288557213930348,0.1907223632587122,0.02065886075535594
4612-THJBS,1,0,1,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),0.8606965174129354,0.6337237479806138,0.028275181255352673
4614-NUVZD,1,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.6253731343283582,0.007189014539579967,0.02054445250750191
4615-PIVVU,0,0,0,0,0,42,1,No,DSL,No,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),0.48009950248756217,0.316633971843988,0.015771994168448166
4616-EWBNJ,0,0,0,0,0,16,1,No,No internet service,No,No,No,No,No,No,One year,0,Bank transfer (automatic),0.01840796019900498,0.03459496884375722,0.0006047293100855775
4616-ULAOA,0,0,0,1,1,65,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.9208955223880596,0.8339603046388183,0.030252809539686582
4619-EVPHY,0,0,1,1,0,20,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),0.7238805970149254,0.21240480036925918,0.023780571518230136
4622-YNKIJ,0,1,0,0,0,33,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,1,Electronic check,0.7034825870646766,0.34720170782367876,0.023110466066513683
4623-ZKHLY,0,1,0,1,0,22,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),0.021890547263681587,0.052244403415647366,0.0007191375579396053
4625-EWPTF,1,1,0,0,0,8,0,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,0.1213930348258706,0.02396145857373644,0.003987944639483265
4625-LAMOB,0,1,0,0,0,44,1,No,No internet service,No,No,No,No,No,No,Two year,0,Credit card (automatic),0.021393034825870627,0.1023251788599123,0.0007027935225318865
4625-XMOYM,0,0,0,1,1,72,1,Yes,No internet service,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),0.07960199004975121,0.22723863374105702,0.002615045665234928
4626-GYCZP,1,1,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.7522388059701491,0.0711747057465959,0.024712181536470076
4626-OZDTJ,0,0,0,1,0,51,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),0.600995024875622,0.45373297945995844,0.019743594772523715
4627-MIHJH,0,0,1,0,0,69,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0.9154228855721392,0.8595372720978537,0.03007302515020168
4628-CTTLA,1,1,0,0,0,57,0,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,0.20945273631840794,0.24147819063004847,0.006880838906649407
4628-WQCQQ,1,1,0,0,1,35,1,No,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Electronic check,0.6656716417910448,0.34754211862450957,0.021868319375527093
4629-NRXKX,1,0,0,1,1,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,0.518905472636816,0.01481075467343642,0.017046828930250196
4631-OACRM,1,1,1,0,0,15,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.6084577114427862,0.1312370182321717,0.019988755303639492
4632-PAOYU,0,1,0,1,1,22,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.01691542288557213,0.04785368105238865,0.0005556972038624221
4632-XJMEX,0,1,0,0,1,53,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),0.44378109452736314,0.392418647588276,0.014578879583684728
4633-MKHYU,0,0,0,0,0,9,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,0.6980099502487562,0.0888299099930764,0.022930681677028785
4634-JLRJT,0,0,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.020895522388059695,0.00017885991230094612,0.0006864494871241687
4635-EJYPD,0,1,0,1,1,32,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.006965174129353213,0.06867643664897301,0.00022881649570805562
4636-JGAAI,0,1,0,1,0,34,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,0.7024875621890546,0.34403992614816525,0.023077777995698247
4636-OLWOE,0,1,0,0,1,54,1,No,DSL,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,0.4253731343283582,0.37667320563120243,0.013974150273599153
4636-QRJKY,1,0,0,1,1,6,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,0.6194029850746269,0.055856219709208406,0.020348324082609292
4636-TVXVG,0,1,0,1,1,62,1,No,No internet service,No,No,No,No,No,No,One year,0,Bank transfer (automatic),0.01691542288557213,0.14147242095545812,0.0005556972038624221
4640-UHDOS,1,0,0,1,1,13,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,0.37512437810945276,0.08256981306254328,0.012323402697419604
4641-FROLU,0,0,0,1,1,30,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.010447761194029848,0.06740133856450496,0.00034322474356208435
4644-OBGFZ,0,1,0,1,1,55,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.01243781094527363,0.1162647126702054,0.00040860088519295763
4644-PIZRT,0,1,0,1,1,17,1,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,1,Bank transfer (automatic),0.5184079601990049,0.1364931917839834,0.017030484894842473
4646-QZXTF,0,0,0,1,0,7,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),0.6268656716417911,0.06477036695130395,0.020593484613725066
4647-MUZON,0,0,0,1,0,18,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),0.7731343283582089,0.1992499423032541,0.02539863102359425
4647-XXZAM,0,0,0,1,1,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.27114427860696516,0.030740826217401335,0.008907499297206477
4648-YPBTM,0,1,0,0,0,53,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),0.5537313432835821,0.4545868912993307,0.018190911408790474
4652-NNHNY,1,1,0,1,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),0.553233830845771,0.14601892453265639,0.018174567373382754
4652-ODEVH,0,1,0,1,1,45,1,Yes,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.061691542288557194,0.12340756981306256,0.0020266603905570693
4654-DLAMQ,0,0,1,1,0,64,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,0,Bank transfer (automatic),0.7835820895522387,0.7399146088160627,0.02574185576715633
4654-GGUII,0,0,0,0,0,18,0,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Mailed check,0.218407960199005,0.0799849988460651,0.007175031543988337
4654-ULTTN,0,1,0,1,0,70,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),0.5626865671641791,0.6112393261020078,0.018485104046129405
4656-CAURT,0,1,0,0,0,69,1,Yes,No internet service,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),0.056716417910447736,0.1955111931687053,0.0018632200364798862
4657-FWVFY,0,0,0,1,1,40,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),0.7771144278606964,0.4496422801753981,0.02552938330685599
4658-HCOHW,1,0,0,1,1,21,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,0.8412935323383085,0.2413281790906993,0.02763776387445166
4659-NZRUF,1,0,0,0,0,19,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,0.7651741293532338,0.20429840756981307,0.025137126457070755
4660-IRIBM,0,1,0,1,1,18,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,0.6930348258706468,0.17097853681052388,0.022767241322951604
4661-NJEUX,0,1,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.01791044776119402,0.0001442418647588273,0.0005883852746778588
4662-EKDPQ,1,1,0,0,0,2,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),0.435820895522388,0.011481652434802678,0.014317375017161234
4664-NJCMS,0,0,0,1,0,33,0,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),0.41094527363184075,0.23049849988460652,0.01350017324677532
4667-OHGKG,1,1,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.010447761194029848,5.769674590353109e-05,0.00034322474356208435
4667-QONEA,0,0,1,1,1,60,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),0.56318407960199,0.5120643895684284,0.01850144808153712
4670-TABXH,0,1,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.9104477611940299,0.8931571659358412,0.029909584796124503
4671-LXRDQ,1,1,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.26616915422885573,0.008960304638818372,0.008744058943129294
